image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
07_ADIPOSE/adipose (620).tif,877,370,507,59.0,205.67297297297299,102.0,229.82445759368835,233.62524654832347,3.8007889546351086,39.0,0,1,16,13,16,20,86,135,83,51,0,0,0,5,5,14,75,102,306,39,747,308,439,28.0,183.46428571428572,46.0,211.7722095671982,214.80865603644648,3.0364464692482915,66.0,2,26,18,26,22,19,39,91,65,35,0,7,14,37,14,19,45,27,276,17,794,315,479,61.0,190.06031746031746,89.0,221.43632567849687,224.91231732776617,3.4759916492693113,55.0,0,0,20,20,37,37,52,138,11,41,0,0,2,11,23,31,50,175,187,31,7
07_ADIPOSE/adipose (621).tif,1027,399,628,49.0,206.99248120300751,73.0,235.9904458598726,239.85987261146497,3.8694267515923566,71.0,0,7,14,22,23,21,44,210,58,66,0,0,1,1,3,16,47,61,499,65,929,371,558,33.0,200.70080862533692,49.0,230.88530465949822,234.38351254480287,3.4982078853046596,72.0,0,16,19,26,17,20,15,218,40,56,0,1,3,6,25,19,13,53,438,32,1055,417,638,63.0,206.6882494004796,78.0,235.9294670846395,239.74294670846396,3.8134796238244513,54.0,0,0,15,28,29,34,28,220,63,77,0,0,1,1,9,25,31,72,499,61,7
07_ADIPOSE/adipose (622).tif,782,323,459,56.0,211.2879256965944,169.0,236.82788671023965,239.41830065359477,2.5904139433551197,28.0,0,3,11,10,14,21,30,209,25,34,0,0,0,0,0,4,19,133,303,15,609,264,345,39.0,202.04166666666666,130.0,235.72753623188405,238.2463768115942,2.5188405797101447,40.0,0,9,15,12,13,12,33,163,7,35,0,0,0,0,2,8,19,113,203,6,736,305,431,79.0,214.14098360655737,163.0,239.06960556844547,242.0,2.9303944315545243,30.0,0,0,5,13,14,24,32,165,52,42,0,0,0,0,0,5,20,72,334,23,7
07_ADIPOSE/adipose (623).tif,978,402,576,125.0,223.7139303482587,179.0,235.42708333333334,238.00694444444446,2.579861111111111,17.0,0,0,0,0,3,14,43,325,17,31,0,0,0,0,0,1,18,230,327,13,909,378,531,105.0,221.21428571428572,153.0,233.2843691148776,235.6854990583804,2.401129943502825,18.0,0,0,0,4,7,12,65,276,14,33,0,0,0,0,0,4,39,186,302,8,1009,411,598,125.0,225.37226277372264,173.0,236.9933110367893,239.69063545150502,2.697324414715719,17.0,0,0,0,0,4,14,37,306,50,38,0,0,0,0,0,2,13,199,384,24,7
07_ADIPOSE/adipose (624).tif,834,331,503,79.0,219.82477341389728,173.0,239.51093439363817,242.5785288270378,3.0675944333996026,41.0,0,0,1,8,14,12,56,150,90,57,0,0,0,0,0,5,15,87,396,24,794,318,476,68.0,217.78930817610063,130.0,238.73319327731093,241.4390756302521,2.7058823529411766,44.0,0,0,3,10,13,21,45,98,128,47,0,0,0,0,2,8,29,45,392,10,886,367,519,103.0,219.80926430517712,123.0,239.5105973025048,242.65125240847783,3.140655105973025,45.0,0,0,0,3,14,23,61,189,77,53,0,0,0,0,1,3,17,90,408,31,7
07_ADIPOSE/adipose (625).tif,1157,456,701,49.0,208.1315789473684,73.0,235.06276747503566,238.8716119828816,3.8088445078459343,49.0,0,4,11,24,27,22,58,281,29,96,0,0,1,1,9,9,34,242,405,62,1062,415,647,31.0,198.30843373493977,44.0,225.69242658423494,228.95826893353942,3.2658423493044824,38.0,0,11,33,18,13,38,24,273,5,80,0,3,2,17,14,20,53,364,174,32,1212,486,726,64.0,207.1008230452675,84.0,233.46694214876032,237.03443526170798,3.5674931129476586,45.0,0,0,10,27,38,26,65,290,30,83,0,0,1,1,12,21,42,185,464,56,7
07_ADIPOSE/adipose (63).tif,669,248,421,63.0,227.54032258064515,141.0,240.50118764845607,242.86698337292162,2.365795724465558,14.0,0,0,1,0,5,4,5,185,48,24,0,0,0,0,1,0,1,72,347,11,635,249,386,49.0,226.84738955823292,180.0,240.00259067357513,242.2357512953368,2.233160621761658,13.0,0,1,0,0,6,0,23,155,64,23,0,0,0,0,0,1,3,62,320,6,703,268,435,80.0,228.15671641791045,206.0,240.22758620689655,242.73333333333332,2.5057471264367814,16.0,0,0,1,0,3,5,9,219,31,26,0,0,0,0,0,0,2,104,329,13,7
07_ADIPOSE/adipose (64).tif,880,353,527,48.0,211.38243626062322,64.0,238.48576850094878,241.6148007590133,3.129032258064516,89.0,0,3,18,7,14,37,19,203,52,56,0,0,2,3,2,13,12,40,455,25,808,329,479,28.0,207.33130699088147,57.0,235.80584551148226,238.5240083507307,2.7181628392484343,119.0,1,14,8,13,13,33,6,179,62,44,0,1,5,4,6,8,6,47,402,11,922,365,557,60.0,216.64657534246575,103.0,239.79174147217236,242.83303411131058,3.0412926391382404,95.0,0,1,8,10,12,27,34,188,85,55,0,0,0,4,1,10,13,39,490,27,7
07_ADIPOSE/adipose (65).tif,879,347,532,61.0,212.3314121037464,87.0,234.74248120300751,238.79323308270676,4.0507518796992485,73.0,0,0,7,3,16,34,53,164,70,60,0,0,1,0,0,8,37,150,336,48,671,288,383,27.0,196.55555555555554,45.0,220.93472584856397,225.06527415143603,4.130548302872063,84.0,2,9,11,22,19,17,46,104,58,42,0,3,1,4,22,18,64,42,229,31,738,285,453,57.0,204.46666666666667,84.0,226.83885209713026,230.77262693156732,3.933774834437086,54.0,0,1,4,7,24,26,65,148,10,44,0,0,1,0,5,29,51,184,183,37,7
07_ADIPOSE/adipose (66).tif,1178,478,700,35.0,189.9058577405858,49.0,221.19142857142856,226.87857142857143,5.687142857142857,89.0,0,37,35,18,20,14,77,208,69,90,0,4,23,11,21,35,19,251,336,100,1001,419,582,19.0,150.51551312649164,29.0,195.5893470790378,200.55841924398626,4.969072164948454,103.0,48,75,21,2,11,47,82,80,53,66,1,48,45,12,10,38,89,60,279,65,1093,435,658,45.0,175.37241379310345,58.0,208.14133738601825,213.30395136778117,5.1626139817629175,87.0,0,38,52,30,3,32,99,157,24,83,0,4,30,43,28,21,79,205,248,77,7
07_ADIPOSE/adipose (67).tif,1111,447,664,96.0,204.47203579418345,139.0,229.84638554216866,234.89156626506025,5.045180722891566,59.0,0,0,0,7,56,68,61,234,21,101,0,0,0,0,2,26,91,247,298,90,1014,408,606,73.0,191.73039215686273,97.0,221.83828382838283,226.64851485148515,4.81023102310231,75.0,0,0,16,48,42,49,30,198,25,83,0,0,0,12,27,55,66,118,328,72,1151,453,698,98.0,202.58057395143487,122.0,225.83381088825215,230.68338108882523,4.849570200573066,55.0,0,0,0,21,41,71,68,245,7,92,0,0,0,0,8,45,113,280,252,101,7
07_ADIPOSE/adipose (68).tif,1004,381,623,26.0,214.93438320209972,48.0,237.2792937399679,240.1139646869984,2.8346709470304976,25.0,1,5,14,10,2,12,40,215,82,42,0,1,0,2,2,4,10,160,444,27,912,367,545,26.0,210.88283378746593,36.0,233.05688073394495,235.59633027522935,2.539449541284404,23.0,2,15,6,5,6,11,72,163,87,39,0,2,4,2,2,8,41,90,396,11,1007,397,610,42.0,217.38035264483628,104.0,236.59672131147542,239.69508196721313,3.098360655737705,24.0,0,3,8,7,11,10,44,282,32,47,0,0,0,3,2,2,16,197,390,32,7
07_ADIPOSE/adipose (69).tif,1155,458,697,48.0,208.22489082969432,72.0,231.96987087517934,236.4519368723099,4.48206599713056,43.0,0,2,4,7,21,52,92,260,20,96,0,0,1,0,0,5,77,329,285,86,970,386,584,30.0,187.37564766839378,73.0,213.1472602739726,216.78595890410958,3.6386986301369864,46.0,1,15,40,25,11,40,47,204,3,60,0,0,5,50,18,13,66,304,128,37,1081,414,667,67.0,197.88888888888889,109.0,223.25637181409294,227.20989505247377,3.9535232383808094,51.0,0,0,15,30,31,27,73,230,8,70,0,0,0,11,37,27,42,328,222,68,7
07_ADIPOSE/adipose (7).tif,971,384,587,116.0,224.53125,165.0,236.51788756388416,239.06303236797274,2.545144804088586,23.0,0,0,0,3,6,6,55,281,33,34,0,0,0,0,0,6,10,167,404,17,879,380,499,94.0,221.80789473684212,139.0,234.31062124248496,236.72344689378758,2.4128256513026054,19.0,0,0,0,6,5,5,122,207,35,31,0,0,0,0,4,3,65,82,345,6,1060,428,632,134.0,225.5303738317757,171.0,237.84177215189874,240.40506329113924,2.5632911392405062,19.0,0,0,0,0,3,17,34,326,48,37,0,0,0,0,0,4,12,178,438,17,7
07_ADIPOSE/adipose (70).tif,798,325,473,100.0,226.96923076923076,130.0,237.86257928118394,240.46511627906978,2.602536997885835,20.0,0,0,0,3,0,3,28,197,94,27,0,0,0,0,2,1,5,152,313,16,683,293,390,53.0,218.66894197952217,74.0,231.51538461538462,233.5974358974359,2.082051282051282,13.0,0,2,1,2,5,12,102,71,98,21,0,0,2,1,0,10,66,40,271,4,750,283,467,93.0,219.45936395759716,110.0,232.81156316916488,235.11134903640257,2.2997858672376874,15.0,0,0,0,3,3,7,69,184,17,23,0,0,0,3,1,1,26,197,239,8,7
07_ADIPOSE/adipose (71).tif,715,294,421,54.0,227.50340136054422,215.0,240.85273159144893,243.34441805225654,2.491686460807601,15.0,0,1,2,3,0,1,13,243,31,32,0,0,0,0,0,0,0,113,308,9,679,285,394,32.0,224.9298245614035,201.0,238.9517766497462,241.16243654822335,2.2106598984771573,14.0,0,2,2,5,0,4,27,217,28,33,0,0,0,0,0,0,3,123,268,3,754,299,455,72.0,228.8561872909699,219.0,241.97362637362636,244.35384615384615,2.38021978021978,14.0,0,0,2,0,5,1,13,249,29,33,0,0,0,0,0,0,0,76,379,12,7
07_ADIPOSE/adipose (72).tif,710,281,429,64.0,225.28113879003558,91.0,238.84848484848484,241.23310023310023,2.3846153846153846,19.0,0,0,5,2,2,0,15,173,84,16,0,0,0,1,3,1,2,101,321,13,533,214,319,24.0,213.7196261682243,57.0,231.74294670846396,233.91222570532915,2.169278996865204,24.0,1,5,1,0,2,7,79,101,18,14,0,1,3,0,2,3,53,26,231,5,662,253,409,64.0,218.2411067193676,97.0,234.85085574572128,237.21026894865525,2.359413202933985,24.0,0,0,4,1,4,4,69,164,7,15,0,0,0,1,2,2,10,212,182,12,7
07_ADIPOSE/adipose (73).tif,984,391,593,98.0,219.58056265984655,171.0,234.82630691399663,237.59527824620574,2.768971332209106,27.0,0,0,0,2,7,13,50,287,32,42,0,0,0,0,0,2,31,253,307,16,910,392,518,96.0,215.2219387755102,151.0,231.54247104247105,234.23938223938225,2.6969111969111967,20.0,0,0,0,4,15,24,74,213,62,38,0,0,0,0,0,13,31,201,273,13,1010,414,596,126.0,220.9903381642512,183.0,235.3506711409396,238.46308724832215,3.1124161073825505,29.0,0,0,0,0,6,15,53,301,39,54,0,0,0,0,0,0,24,274,298,28,7
07_ADIPOSE/adipose (74).tif,1447,569,878,92.0,212.89103690685414,178.0,232.46924829157174,236.25854214123007,3.789293849658314,44.0,0,0,0,2,17,35,122,385,8,89,0,0,0,0,0,2,38,561,277,77,1276,522,754,67.0,201.73180076628353,134.0,223.41246684350133,226.90450928381964,3.4920424403183024,32.0,0,0,5,19,22,51,191,233,1,80,0,0,0,0,4,19,121,533,77,47,1475,586,889,113.0,212.87372013651878,168.0,231.50618672665917,235.1968503937008,3.69066366704162,38.0,0,0,0,2,19,34,131,384,16,92,0,0,0,0,0,6,48,568,267,73,7
07_ADIPOSE/adipose (75).tif,1085,445,640,55.0,212.85168539325844,103.0,239.528125,242.5859375,3.0578125,16.0,0,1,13,32,6,21,46,242,84,86,0,0,0,2,0,0,22,113,503,35,988,414,574,45.0,211.92995169082127,60.0,236.34146341463415,239.0871080139373,2.745644599303136,14.0,0,7,13,16,10,28,33,260,47,79,0,1,1,0,2,6,48,87,429,14,1062,443,619,52.0,216.55981941309255,123.0,240.8513731825525,243.93537964458804,3.0840064620355414,22.0,0,2,3,19,16,25,46,255,77,86,0,0,0,0,1,0,19,104,495,35,7
07_ADIPOSE/adipose (76).tif,1218,504,714,63.0,211.12103174603175,108.0,234.34873949579833,237.84593837535013,3.4971988795518207,29.0,0,0,13,7,14,42,102,308,18,96,0,0,0,4,2,4,30,398,276,49,1111,458,653,33.0,201.95196506550218,49.0,228.62480857580397,231.75957120980092,3.134762633996937,39.0,0,10,10,13,27,47,86,264,1,87,0,1,7,1,4,17,66,459,98,28,1248,520,728,74.0,210.9903846153846,104.0,234.61401098901098,238.17032967032966,3.556318681318681,32.0,0,0,9,12,17,42,119,302,19,101,0,0,0,3,3,5,40,284,393,52,7
07_ADIPOSE/adipose (77).tif,229,77,152,197.0,236.23376623376623,240.0,243.0328947368421,244.76315789473685,1.730263157894737,8.0,0,0,0,0,0,0,4,49,24,9,0,0,0,0,0,0,0,1,151,0,210,70,140,196.0,237.31428571428572,241.0,244.62142857142857,246.39285714285714,1.7714285714285714,8.0,0,0,0,0,0,0,4,31,35,9,0,0,0,0,0,0,0,0,140,0,217,70,147,194.0,234.78571428571428,238.0,241.91836734693877,243.72108843537416,1.8027210884353742,8.0,0,0,0,0,0,0,4,56,10,9,0,0,0,0,0,0,0,4,143,0,7
07_ADIPOSE/adipose (78).tif,887,365,522,74.0,224.53698630136986,114.0,236.72605363984675,239.20498084291188,2.478927203065134,19.0,0,0,2,2,2,7,31,277,44,43,0,0,0,2,0,3,7,154,356,11,771,316,455,57.0,218.72151898734177,67.0,233.63516483516483,235.92967032967033,2.2945054945054943,16.0,0,1,4,1,3,10,102,169,26,32,0,0,2,0,0,5,35,101,312,6,877,352,525,81.0,224.36079545454547,121.0,237.74857142857144,240.37333333333333,2.624761904761905,24.0,0,0,3,2,1,8,36,255,47,42,0,0,0,0,1,0,13,154,357,16,7
07_ADIPOSE/adipose (79).tif,826,340,486,48.0,214.51470588235293,90.0,235.67283950617283,238.59670781893004,2.9238683127572016,30.0,0,4,11,11,9,10,34,225,36,35,0,0,1,2,1,12,20,129,321,25,709,296,413,29.0,207.9560810810811,46.0,232.34624697336562,234.9588377723971,2.612590799031477,23.0,2,12,9,9,9,14,28,203,10,25,0,2,3,6,3,3,25,162,209,14,863,343,520,53.0,217.16909620991254,101.0,235.91923076923078,238.96923076923076,3.05,26.0,0,3,10,5,11,12,43,215,44,33,0,0,0,4,6,9,28,80,393,36,7
07_ADIPOSE/adipose (8).tif,649,261,388,77.0,225.37547892720306,103.0,240.41237113402062,243.0541237113402,2.6417525773195876,23.0,0,0,2,8,1,5,12,174,59,34,0,0,0,1,2,0,1,98,286,12,595,245,350,67.0,221.46938775510205,82.0,238.08857142857144,240.45142857142858,2.362857142857143,31.0,0,0,8,3,4,6,17,130,77,26,0,0,3,2,0,0,3,80,262,7,628,252,376,91.0,223.18650793650792,130.0,239.8537234042553,242.45478723404256,2.601063829787234,35.0,0,0,0,9,2,7,18,170,46,32,0,0,0,0,2,0,1,106,267,7,7
07_ADIPOSE/adipose (80).tif,1235,495,740,37.0,197.12525252525253,44.0,232.63108108108108,237.43783783783783,4.806756756756757,76.0,0,3,1,54,50,54,53,253,27,103,0,1,0,0,9,33,42,232,423,99,1037,430,607,27.0,184.93255813953488,36.0,224.93904448105437,229.4135090609555,4.474464579901153,116.0,3,2,55,43,32,31,36,190,38,72,0,2,2,13,32,18,57,132,351,60,1252,500,752,49.0,196.396,61.0,229.85771276595744,234.77393617021278,4.9162234042553195,88.0,0,3,4,56,50,46,53,267,21,98,0,0,1,4,12,34,65,271,365,103,7
07_ADIPOSE/adipose (81).tif,678,259,419,68.0,212.36293436293437,112.0,237.85918854415274,241.46539379474942,3.6062052505966586,55.0,0,0,8,13,20,8,15,152,43,40,0,0,0,1,0,13,16,58,331,30,584,220,364,47.0,205.6409090909091,73.0,236.05494505494505,239.21978021978023,3.1648351648351647,59.0,0,3,21,14,5,1,19,90,67,35,0,0,1,0,8,11,9,31,304,18,627,237,390,73.0,207.7805907172996,130.0,236.08461538461538,240.0974358974359,4.012820512820513,55.0,0,0,4,24,17,9,16,141,26,48,0,0,0,0,1,10,24,63,292,44,7
07_ADIPOSE/adipose (82).tif,1068,429,639,46.0,206.1072261072261,81.0,226.91079812206573,230.6244131455399,3.7136150234741785,54.0,0,1,4,6,32,46,108,196,36,48,0,0,3,0,3,38,54,196,345,52,978,386,592,31.0,195.96373056994818,56.0,216.31756756756758,219.61655405405406,3.2989864864864864,46.0,0,6,10,33,18,31,109,147,32,39,0,3,3,18,32,27,145,46,318,34,1097,435,662,59.0,205.4551724137931,93.0,225.33232628398792,229.03021148036254,3.697885196374622,41.0,0,1,2,8,44,30,124,195,31,59,0,0,0,4,12,39,64,207,336,58,7
07_ADIPOSE/adipose (83).tif,1291,510,781,58.0,197.2313725490196,121.0,225.20486555697823,230.50320102432778,5.298335467349552,98.0,0,1,4,42,70,56,37,289,11,123,0,0,0,0,14,77,82,302,306,115,1138,469,669,35.0,182.15778251599147,85.0,214.13004484304932,219.203288490284,5.073243647234679,106.0,0,6,47,69,37,27,29,247,7,116,0,0,1,33,53,50,55,240,237,66,1282,534,748,65.0,194.43258426966293,112.0,223.76470588235293,229.11898395721926,5.35427807486631,88.0,0,0,4,40,86,63,51,282,8,120,0,0,0,1,18,69,86,345,229,103,7
07_ADIPOSE/adipose (84).tif,829,313,516,108.0,226.15335463258785,177.0,240.53875968992247,243.0794573643411,2.5406976744186047,18.0,0,0,0,3,3,16,26,222,43,59,0,0,0,0,0,1,13,70,432,13,789,310,479,98.0,225.44838709677418,164.0,239.08977035490605,241.48851774530272,2.3987473903966596,21.0,0,0,0,4,6,17,20,236,27,57,0,0,0,0,0,6,9,108,356,4,859,337,522,106.0,226.6973293768546,185.0,240.20114942528735,242.85632183908046,2.6551724137931036,16.0,0,0,0,1,3,16,34,235,48,62,0,0,0,0,0,0,19,80,423,16,7
07_ADIPOSE/adipose (85).tif,597,253,344,142.0,223.9802371541502,177.0,238.26453488372093,241.0639534883721,2.7994186046511627,40.0,0,0,0,0,3,16,21,168,45,28,0,0,0,0,0,1,3,122,218,12,499,207,292,112.0,218.5072463768116,155.0,236.57534246575344,239.13013698630138,2.5547945205479454,54.0,0,0,0,1,12,11,33,86,64,28,0,0,0,0,0,2,17,62,211,5,556,237,319,143.0,222.33333333333334,184.0,237.00940438871473,239.99059561128527,2.981191222570533,45.0,0,0,0,0,3,13,27,172,22,33,0,0,0,0,0,0,5,122,192,13,7
07_ADIPOSE/adipose (86).tif,928,384,544,54.0,206.48177083333334,147.0,230.1047794117647,233.53676470588235,3.431985294117647,43.0,0,5,5,18,10,21,64,257,4,44,0,0,0,0,1,6,31,340,166,43,744,321,423,31.0,195.24610591900313,50.0,218.3356973995272,221.67848699763593,3.342789598108747,58.0,0,10,17,10,10,30,79,165,0,36,0,2,1,7,7,16,69,286,35,23,893,352,541,61.0,206.7130681818182,120.0,228.19593345656193,231.46025878003698,3.2643253234750462,54.0,0,0,8,16,11,15,81,213,8,47,0,0,0,1,4,10,47,336,143,31,7
07_ADIPOSE/adipose (87).tif,1206,490,716,65.0,214.66530612244898,106.0,235.6131284916201,239.30307262569832,3.689944134078212,29.0,0,0,3,11,12,23,121,242,78,90,0,0,0,1,4,8,31,240,432,70,975,422,553,28.0,195.74644549763033,63.0,222.998191681736,226.34538878842676,3.3471971066907775,27.0,1,10,10,10,37,74,91,127,62,74,0,0,4,4,8,42,91,91,313,36,1131,453,678,70.0,205.24503311258277,118.0,228.13421828908554,231.8495575221239,3.715339233038348,23.0,0,0,5,13,9,56,135,222,13,82,0,0,0,2,5,18,95,319,239,65,7
07_ADIPOSE/adipose (88).tif,945,356,589,61.0,206.92134831460675,111.0,236.67402376910016,240.54329371816638,3.869269949066214,80.0,0,0,9,16,35,28,29,184,55,76,0,0,0,1,1,20,27,95,445,43,861,328,533,29.0,199.4878048780488,63.0,232.1013133208255,235.63977485928706,3.5384615384615383,63.0,1,7,26,18,21,15,28,119,93,67,0,0,1,14,11,10,21,76,400,33,958,367,591,64.0,206.96185286103542,113.0,234.42131979695432,238.62774957698815,4.206429780033841,65.0,0,0,5,24,28,29,37,207,37,71,0,0,0,2,10,16,28,135,400,65,7
07_ADIPOSE/adipose (89).tif,860,344,516,96.0,218.20058139534885,150.0,233.1918604651163,235.78100775193798,2.5891472868217056,15.0,0,0,0,3,14,16,58,213,40,33,0,0,0,0,1,17,30,147,321,18,799,340,459,75.0,214.2735294117647,124.0,230.39433551198258,232.8562091503268,2.4618736383442266,22.0,0,0,1,14,13,25,48,189,50,33,0,0,0,0,12,9,55,72,311,6,906,365,541,108.0,220.82191780821918,157.0,233.8558225508318,236.6524953789279,2.7966728280961184,20.0,0,0,0,2,10,18,58,242,35,32,0,0,0,0,0,14,35,158,334,19,7
07_ADIPOSE/adipose (9).tif,687,274,413,67.0,218.3978102189781,137.0,237.1549636803874,239.69249394673125,2.5375302663438255,19.0,0,0,1,5,16,9,26,179,38,27,0,0,0,0,2,4,19,91,297,10,594,240,354,40.0,213.92083333333332,105.0,235.2316384180791,237.42655367231637,2.194915254237288,11.0,0,1,3,14,10,15,20,95,82,28,0,0,0,2,3,13,9,49,278,6,683,276,407,91.0,217.6485507246377,150.0,236.7862407862408,239.61916461916462,2.832923832923833,18.0,0,0,0,3,17,13,35,182,26,32,0,0,0,0,1,5,18,102,281,22,7
07_ADIPOSE/adipose (90).tif,559,208,351,70.0,220.19230769230768,127.0,238.66381766381767,241.2051282051282,2.5413105413105415,51.0,0,0,5,12,6,2,4,162,17,24,0,0,0,0,7,6,0,80,258,10,568,204,364,44.0,217.88725490196077,72.0,235.2554945054945,237.5467032967033,2.291208791208791,45.0,0,8,10,3,1,3,3,146,30,23,0,0,5,11,2,0,0,57,289,6,575,211,364,69.0,218.34597156398104,91.0,236.42032967032966,239.01923076923077,2.598901098901099,45.0,0,0,8,11,6,2,3,170,11,24,0,0,0,5,8,3,0,154,194,12,7
07_ADIPOSE/adipose (91).tif,863,362,501,45.0,204.90055248618785,54.0,230.70459081836327,233.99401197604791,3.2894211576846306,46.0,0,16,9,10,17,16,32,227,35,41,0,1,1,3,8,13,37,140,298,33,793,341,452,22.0,196.7800586510264,35.0,224.77654867256638,227.84734513274336,3.0707964601769913,67.0,4,18,13,22,9,9,17,225,24,31,0,3,4,9,7,24,13,141,251,19,934,396,538,53.0,208.65404040404042,71.0,232.09479553903347,235.3624535315985,3.2676579925650557,49.0,0,4,12,10,30,19,28,254,39,42,0,0,2,3,7,14,37,164,311,33,7
07_ADIPOSE/adipose (92).tif,899,341,558,51.0,212.8357771260997,108.0,235.78494623655914,238.90860215053763,3.1236559139784945,58.0,0,1,10,16,19,12,24,233,26,47,0,0,0,5,4,19,11,129,390,32,815,325,490,37.0,202.00307692307692,50.0,230.12244897959184,232.965306122449,2.842857142857143,43.0,0,16,18,10,17,14,25,219,6,42,0,1,8,14,9,3,10,163,282,21,934,367,567,78.0,213.47956403269754,108.0,235.82010582010582,238.99647266313934,3.17636684303351,30.0,0,0,8,24,16,21,25,204,69,53,0,0,0,6,15,12,9,104,421,35,7
07_ADIPOSE/adipose (93).tif,1542,668,874,72.0,204.40718562874252,155.0,228.69679633867275,233.85469107551486,5.157894736842105,58.0,0,0,10,5,27,72,206,322,26,151,0,0,0,0,0,14,102,464,294,132,1189,521,668,29.0,181.1996161228407,102.0,215.05389221556885,220.22155688622755,5.167664670658683,66.0,1,7,19,51,45,72,171,155,0,116,0,0,0,12,22,47,133,385,69,88,1540,672,868,59.0,198.45089285714286,144.0,224.65092165898616,229.52649769585253,4.875576036866359,44.0,0,1,2,11,71,76,206,298,7,144,0,0,0,0,7,40,94,578,149,118,7
07_ADIPOSE/adipose (94).tif,1028,404,624,44.0,202.42079207920793,124.0,232.60256410256412,236.2147435897436,3.6121794871794872,60.0,0,1,9,26,34,49,49,193,43,73,0,0,0,0,5,19,75,125,400,47,902,362,540,25.0,189.0635359116022,69.0,226.47407407407408,229.77407407407406,3.3,49.0,1,16,23,27,39,30,15,188,23,60,0,0,5,5,12,40,48,86,344,29,1080,437,643,60.0,205.31807780320366,111.0,233.48678071539658,237.1430793157076,3.656298600311042,38.0,0,1,3,32,37,48,43,207,66,73,0,0,0,5,3,19,67,91,458,55,7
07_ADIPOSE/adipose (95).tif,697,260,437,49.0,210.02692307692308,160.0,237.11899313501144,239.87185354691076,2.7528604118993134,38.0,0,3,11,8,8,18,26,168,18,37,0,0,0,0,0,7,17,157,256,17,616,245,371,35.0,204.07755102040815,120.0,235.31805929919136,238.0188679245283,2.700808625336927,51.0,0,10,12,6,11,20,17,166,3,36,0,0,0,1,3,5,22,191,149,13,744,288,456,57.0,213.08333333333334,157.0,238.69078947368422,241.67105263157896,2.9802631578947367,39.0,0,1,6,12,11,22,34,166,36,42,0,0,0,0,0,5,18,77,356,21,7
07_ADIPOSE/adipose (96).tif,918,376,542,53.0,212.49734042553192,101.0,234.28966789667896,237.4630996309963,3.1734317343173433,34.0,0,1,4,12,10,29,45,239,36,60,0,0,0,1,0,2,20,257,262,31,795,346,449,39.0,205.0057803468208,133.0,229.88195991091314,232.8708240534521,2.9888641425389757,37.0,0,5,12,4,24,22,45,166,68,50,0,0,0,0,1,14,41,155,238,22,906,381,525,75.0,211.4041994750656,115.0,232.78666666666666,236.2342857142857,3.447619047619048,36.0,0,0,3,15,9,33,45,260,16,60,0,0,0,1,0,4,28,260,232,47,7
07_ADIPOSE/adipose (97).tif,909,372,537,86.0,220.66129032258064,149.0,237.6517690875233,240.61080074487896,2.9590316573556796,31.0,0,0,3,6,18,12,22,268,43,45,0,0,0,0,1,12,16,123,385,19,837,341,496,83.0,218.66275659824046,136.0,234.94758064516128,237.8508064516129,2.903225806451613,29.0,0,0,3,13,12,14,36,245,18,42,0,0,0,0,13,5,10,131,337,21,927,363,564,106.0,222.62258953168043,165.0,238.8758865248227,241.95921985815602,3.0833333333333335,21.0,0,0,0,3,16,18,20,250,56,53,0,0,0,0,0,15,11,104,434,37,7
07_ADIPOSE/adipose (98).tif,966,381,585,39.0,207.96325459317586,57.0,229.48717948717947,233.02905982905983,3.5418803418803417,64.0,0,6,6,12,22,45,32,197,61,48,0,2,1,5,7,43,38,103,386,41,879,351,528,27.0,190.24501424501423,37.0,217.78977272727272,220.74242424242425,2.952651515151515,39.0,6,10,35,28,18,10,28,139,77,47,0,4,14,40,15,21,13,70,351,18,1018,400,618,50.0,205.4025,64.0,226.61003236245955,229.94983818770226,3.3398058252427183,53.0,0,7,4,32,32,19,29,230,47,46,0,0,2,10,37,26,24,131,388,41,7
